FSCSKEY,district_geoid,weight
IL0408,1714100,0.0012876577021785553
IL0408,1713710,0.019369121480859237
IL0408,1713970,2.9526121535329394e-06
IL0408,1805450,6.767260185210091e-16
IL0408,1807350,8.204327986320289e-16
IL0408,1899997,1.2298618960317655e-12
IL0408,1804320,1.2523921259556707e-15
IL0437,1704020,0.007579235420567673
IL0437,1704170,0.04079637369272534
IL0437,1706540,0.018949359033527128
IL0437,1707050,0.01921773362111453
IL0437,1708400,0.04543785424152594
IL0437,1714490,0.005487598904971553
IL0437,1714580,0.0019618376397859587
IL0437,1719320,0.0008896019313372653
IL0437,1719560,0.007200050614154287
IL0437,1722500,0.013037855029250697
IL0437,1722740,0.010592663472517742
IL0437,1723880,0.01468356002497189
IL0437,1706420,0.023593664259283425
IL0437,1723070,2.3981092916090648e-08
IL0437,1723350,2.7847520503598006e-09
IL0437,1724090,0.017445495453681372
IL0437,1726880,0.009663225693516405
IL0437,1728200,0.01202532940296638
IL0437,1728530,0.011911496535479285
IL0437,1729010,0.02039589074875221
IL0437,1729220,0.0037078482637914662
IL0437,1715030,1.9923146500351625e-15
IL0437,1721840,4.404419346395734e-15
IL0437,1729280,0.004408722294342243
IL0437,1730450,0.038699706793866494
IL0437,1732910,0.015276424846168766
IL0437,1733270,0.005855437353439524
IL0437,1733420,0.020661070437602142
IL0437,1733720,0.0016642693530467187
IL0437,1734020,0.003863442230033147
IL0437,1738940,0.009533715230879624
IL0437,1738970,0.021442994345853002
IL0437,1719080,2.853993289652179e-15
IL0437,1732580,2.836509515420256e-10
IL0437,1710380,0.0009671645492025864
IL0437,1710950,0.0020496704145926263
IL0437,1711010,0.0037092064024944024
IL0437,1712120,0.008140481171319765
IL0437,1712420,0.003324294323243119
IL0437,1712450,0.0030082470279961583
IL0437,1713140,0.003703690010607351
IL0437,1713260,0.0006511160845854228
IL0437,1713440,0.0005277043017595346
IL0437,1713770,0.01420384735002543
IL0437,1714460,0.005487598904971553
IL0437,1714550,0.0019618376397859587
IL0437,1714820,0.001038289621258774
IL0437,1715420,0.004595629037836059
IL0437,1715450,0.0015015322955043628
IL0437,1715480,0.0030821254611760416
IL0437,1715780,0.0013972144600132913
IL0437,1716860,0.0024979059991903567
IL0437,1741520,0.0013962399929429146
IL0437,1741700,0.0026651388356555314
IL0437,1741790,0.0017935908670202276
IL0437,1717160,1.940165090295697e-15
IL0437,1720220,9.562101874179162e-16
IL0437,1720880,9.683873563609423e-16
IL0437,1723100,0.0016696999379765256
IL0437,1723850,0.003156415550687279
IL0437,1724330,0.0040337139232392485
IL0437,1724420,0.0028847587067177133
IL0437,1724720,0.005071199324479997
IL0437,1725020,0.005412345411987197
IL0437,1725110,0.0033911035592495754
IL0437,1725920,0.002099005349995159
IL0437,1726820,0.001352598814604963
IL0437,1726850,0.0012405513036520854
IL0437,1727210,0.002653103062203313
IL0437,1728500,0.0015992199748515632
IL0437,1728650,0.0011606854997472063
IL0437,1728890,0.004639565668670291
IL0437,1728980,0.004303987235063233
IL0437,1729190,0.0031279546305781267
IL0437,1729250,0.002915413137275137
IL0437,1730220,0.015102084601562775
IL0437,1730420,0.021747211109437694
IL0437,1721030,2.8365013288783797e-10
IL0437,1730570,0.0024657418834066434
IL0437,1730600,0.011884626111719707
IL0437,1730810,0.0021405007810535127
IL0437,1730840,0.0050124158416494724
IL0437,1703480,0.003149475244378987
IL0437,1703930,0.0031006738871055006
IL0437,1704050,0.003301253808364918
IL0437,1704140,0.006295918352620977
IL0437,1704560,0.0011677228348773603
IL0437,1704800,0.0020949674725313045
IL0437,1700119,1.3870273657917009e-15
IL0437,1703900,8.186543133840296e-16
IL0437,1711980,1.467320396452279e-15
IL0437,1730900,0.0008148118873948713
IL0437,1731200,0.0004046045495683477
IL0437,1732040,0.0034581413770689803
IL0437,1732370,0.0023320391670179855
IL0437,1732850,0.0030604383272992324
IL0437,1733390,0.0009756005844661975
IL0437,1733690,0.0023809356817933555
IL0437,1733810,0.0014933091570671225
IL0437,1733840,0.0008942685027689405
IL0437,1733870,0.0026509249050268003
IL0437,1733990,0.0024440742510314227
IL0437,1734740,0.01942595653855256
IL0437,1734770,0.0008391857398288246
IL0437,1735340,0.002609472416546771
IL0437,1705910,9.302973867901867e-16
IL0437,1707980,1.036564254766757e-15
IL0437,1715700,3.959329630414906e-09
IL0437,1719500,3.84893670102797e-15
IL0437,1723730,2.7847482041441473e-09
IL0437,1726370,2.002176553186679e-08
IL0437,1737680,0.00373438803385839
IL0437,1725500,9.084512185514001e-16
IL0437,1730510,9.8111144118713e-10
IL0437,1734710,1.57110921059977e-15
IL0437,1716920,0.007800159436115497
IL0437,1716950,0.005577895291516984
IL0437,1717850,0.00274184653520021
IL0437,1718450,0.0023580797000427515
IL0437,1743020,1.0620172632703851e-15
IL0437,1741820,0.0016673676794088758
IL0437,1742210,0.00967273014571873
IL0437,1742570,0.006526922835783888
IL0437,1742600,0.0029598518010571055
IL0437,1742840,0.002190614130866076
IL0437,1743380,0.0015526626122368057
IL0437,1735460,0.004550253349659626
IL0437,1735640,0.0018815885695434185
IL0437,1736300,0.010809275852341442
IL0437,1736450,0.0020698983909884085
IL0437,1736480,0.001322957858358966
IL0437,1736720,0.0019313795068159004
IL0437,1736750,0.002930095417879409
IL0437,1736810,0.004732481317492449
IL0437,1737860,0.0020061943703816843
IL0437,1738370,0.0027791149636143156
IL0437,1738400,0.0018769853687055978
IL0437,1738910,0.0027387335950612808
IL0437,1739030,0.00617507521568432
IL0437,1739780,0.0004738384295431508
IL0437,1718480,0.001853404805533332
IL0437,1718600,0.002160604163600068
IL0437,1719110,0.0018286623307758687
IL0437,1719230,0.002873205994618102
IL0437,1719290,0.0008896019313321158
IL0437,1719530,0.0027913339257601218
IL0437,1719680,0.0015222342274894935
IL0437,1720970,0.00040500463061592546
IL0437,1721270,0.0060080264149067935
IL0437,1721420,0.0011954324335847646
IL0437,1721600,0.002892816015363616
IL0437,1721630,0.0040483930537275415
IL0437,1722020,0.0033457978892390576
IL0437,1705760,0.002063652800910661
IL0437,1706000,0.0028610367898330834
IL0437,1706060,0.0008087211955196327
IL0437,1706090,0.001613312762197299
IL0437,1706510,0.004710177841625881
IL0437,1707170,0.003138813608498961
IL0437,1707290,0.013037854048141426
IL0437,1707320,0.0009439509319741837
IL0437,1707860,0.0008027271273551657
IL0437,1708100,0.0007945804921099668
IL0437,1708130,0.0014721357137759785
IL0437,1709960,0.004528400037969718
IL0437,1709990,0.0008741326666009171
IL0437,1710200,0.003797850790801245
IL0437,1711250,4.725202410067648e-15
IL0437,1740070,4.2628198355461235e-16
IL0437,1705050,0.022927964090394718
IL0437,1731290,1.6100973324839875e-18
IL0437,1799997,0.00018729670030679928
IL0437,1708550,0.0026196701248338765
IL0437,1721900,3.09002854189768e-16
IL0437,1709930,0.14164036945071948
IL0437,1714100,0.0012876577021785553
IL0437,1713710,0.019369121480859237
IL0437,1713970,2.9526121535329394e-06
IL0437,1805450,6.767260185210091e-16
IL0437,1807350,8.204327986320289e-16
IL0437,1899997,1.2298618960317655e-12
IL0437,1804320,1.2523921259556707e-15
IL0509,1704020,0.007579235420567673
IL0509,1704170,0.04079637369272534
IL0509,1706540,0.018949359033527128
IL0509,1707050,0.01921773362111453
IL0509,1708400,0.04543785424152594
IL0509,1714490,0.005487598904971553
IL0509,1714580,0.0019618376397859587
IL0509,1719320,0.0008896019313372653
IL0509,1719560,0.007200050614154287
IL0509,1722500,0.013037855029250697
IL0509,1722740,0.010592663472517742
IL0509,1723880,0.01468356002497189
IL0509,1706420,0.023593664259283425
IL0509,1723070,2.3981092916090648e-08
IL0509,1723350,2.7847520503598006e-09
IL0509,1724090,0.017445495453681372
IL0509,1726880,0.009663225693516405
IL0509,1728200,0.01202532940296638
IL0509,1728530,0.011911496535479285
IL0509,1729010,0.02039589074875221
IL0509,1729220,0.0037078482637914662
IL0509,1715030,1.9923146500351625e-15
IL0509,1721840,4.404419346395734e-15
IL0509,1729280,0.004408722294342243
IL0509,1730450,0.038699706793866494
IL0509,1732910,0.015276424846168766
IL0509,1733270,0.005855437353439524
IL0509,1733420,0.020661070437602142
IL0509,1733720,0.0016642693530467187
IL0509,1734020,0.003863442230033147
IL0509,1738940,0.009533715230879624
IL0509,1738970,0.021442994345853002
IL0509,1719080,2.853993289652179e-15
IL0509,1732580,2.836509515420256e-10
IL0509,1710380,0.0009671645492025864
IL0509,1710950,0.0020496704145926263
IL0509,1711010,0.0037092064024944024
IL0509,1712120,0.008140481171319765
IL0509,1712420,0.003324294323243119
IL0509,1712450,0.0030082470279961583
IL0509,1713140,0.003703690010607351
IL0509,1713260,0.0006511160845854228
IL0509,1713440,0.0005277043017595346
IL0509,1713770,0.01420384735002543
IL0509,1714460,0.005487598904971553
IL0509,1714550,0.0019618376397859587
IL0509,1714820,0.001038289621258774
IL0509,1715420,0.004595629037836059
IL0509,1715450,0.0015015322955043628
IL0509,1715480,0.0030821254611760416
IL0509,1715780,0.0013972144600132913
IL0509,1716860,0.0024979059991903567
IL0509,1741520,0.0013962399929429146
IL0509,1741700,0.0026651388356555314
IL0509,1741790,0.0017935908670202276
IL0509,1717160,1.940165090295697e-15
IL0509,1720220,9.562101874179162e-16
IL0509,1720880,9.683873563609423e-16
IL0509,1723100,0.0016696999379765256
IL0509,1723850,0.003156415550687279
IL0509,1724330,0.0040337139232392485
IL0509,1724420,0.0028847587067177133
IL0509,1724720,0.005071199324479997
IL0509,1725020,0.005412345411987197
IL0509,1725110,0.0033911035592495754
IL0509,1725920,0.002099005349995159
IL0509,1726820,0.001352598814604963
IL0509,1726850,0.0012405513036520854
IL0509,1727210,0.002653103062203313
IL0509,1728500,0.0015992199748515632
IL0509,1728650,0.0011606854997472063
IL0509,1728890,0.004639565668670291
IL0509,1728980,0.004303987235063233
IL0509,1729190,0.0031279546305781267
IL0509,1729250,0.002915413137275137
IL0509,1730220,0.015102084601562775
IL0509,1730420,0.021747211109437694
IL0509,1721030,2.8365013288783797e-10
IL0509,1730570,0.0024657418834066434
IL0509,1730600,0.011884626111719707
IL0509,1730810,0.0021405007810535127
IL0509,1730840,0.0050124158416494724
IL0509,1703480,0.003149475244378987
IL0509,1703930,0.0031006738871055006
IL0509,1704050,0.003301253808364918
IL0509,1704140,0.006295918352620977
IL0509,1704560,0.0011677228348773603
IL0509,1704800,0.0020949674725313045
IL0509,1700119,1.3870273657917009e-15
IL0509,1703900,8.186543133840296e-16
IL0509,1711980,1.467320396452279e-15
IL0509,1730900,0.0008148118873948713
IL0509,1731200,0.0004046045495683477
IL0509,1732040,0.0034581413770689803
IL0509,1732370,0.0023320391670179855
IL0509,1732850,0.0030604383272992324
IL0509,1733390,0.0009756005844661975
IL0509,1733690,0.0023809356817933555
IL0509,1733810,0.0014933091570671225
IL0509,1733840,0.0008942685027689405
IL0509,1733870,0.0026509249050268003
IL0509,1733990,0.0024440742510314227
IL0509,1734740,0.01942595653855256
IL0509,1734770,0.0008391857398288246
IL0509,1735340,0.002609472416546771
IL0509,1705910,9.302973867901867e-16
IL0509,1707980,1.036564254766757e-15
IL0509,1715700,3.959329630414906e-09
IL0509,1719500,3.84893670102797e-15
IL0509,1723730,2.7847482041441473e-09
IL0509,1726370,2.002176553186679e-08
IL0509,1737680,0.00373438803385839
IL0509,1725500,9.084512185514001e-16
IL0509,1730510,9.8111144118713e-10
IL0509,1734710,1.57110921059977e-15
IL0509,1716920,0.007800159436115497
IL0509,1716950,0.005577895291516984
IL0509,1717850,0.00274184653520021
IL0509,1718450,0.0023580797000427515
IL0509,1743020,1.0620172632703851e-15
IL0509,1741820,0.0016673676794088758
IL0509,1742210,0.00967273014571873
IL0509,1742570,0.006526922835783888
IL0509,1742600,0.0029598518010571055
IL0509,1742840,0.002190614130866076
IL0509,1743380,0.0015526626122368057
IL0509,1735460,0.004550253349659626
IL0509,1735640,0.0018815885695434185
IL0509,1736300,0.010809275852341442
IL0509,1736450,0.0020698983909884085
IL0509,1736480,0.001322957858358966
IL0509,1736720,0.0019313795068159004
IL0509,1736750,0.002930095417879409
IL0509,1736810,0.004732481317492449
IL0509,1737860,0.0020061943703816843
IL0509,1738370,0.0027791149636143156
IL0509,1738400,0.0018769853687055978
IL0509,1738910,0.0027387335950612808
IL0509,1739030,0.00617507521568432
IL0509,1739780,0.0004738384295431508
IL0509,1718480,0.001853404805533332
IL0509,1718600,0.002160604163600068
IL0509,1719110,0.0018286623307758687
IL0509,1719230,0.002873205994618102
IL0509,1719290,0.0008896019313321158
IL0509,1719530,0.0027913339257601218
IL0509,1719680,0.0015222342274894935
IL0509,1720970,0.00040500463061592546
IL0509,1721270,0.0060080264149067935
IL0509,1721420,0.0011954324335847646
IL0509,1721600,0.002892816015363616
IL0509,1721630,0.0040483930537275415
IL0509,1722020,0.0033457978892390576
IL0509,1705760,0.002063652800910661
IL0509,1706000,0.0028610367898330834
IL0509,1706060,0.0008087211955196327
IL0509,1706090,0.001613312762197299
IL0509,1706510,0.004710177841625881
IL0509,1707170,0.003138813608498961
IL0509,1707290,0.013037854048141426
IL0509,1707320,0.0009439509319741837
IL0509,1707860,0.0008027271273551657
IL0509,1708100,0.0007945804921099668
IL0509,1708130,0.0014721357137759785
IL0509,1709960,0.004528400037969718
IL0509,1709990,0.0008741326666009171
IL0509,1710200,0.003797850790801245
IL0509,1711250,4.725202410067648e-15
IL0509,1740070,4.2628198355461235e-16
IL0509,1705050,0.022927964090394718
IL0509,1731290,1.6100973324839875e-18
IL0509,1799997,0.00018729670030679928
IL0509,1708550,0.0026196701248338765
IL0509,1721900,3.09002854189768e-16
IL0509,1709930,0.14164036945071948
IL0509,1714100,0.0012876577021785553
IL0509,1713710,0.019369121480859237
IL0509,1713970,2.9526121535329394e-06
IL0509,1805450,6.767260185210091e-16
IL0509,1807350,8.204327986320289e-16
IL0509,1899997,1.2298618960317655e-12
IL0509,1804320,1.2523921259556707e-15
IL0511,1704020,0.007579235420567673
IL0511,1704170,0.04079637369272534
IL0511,1706540,0.018949359033527128
IL0511,1707050,0.01921773362111453
IL0511,1708400,0.04543785424152594
IL0511,1714490,0.005487598904971553
IL0511,1714580,0.0019618376397859587
IL0511,1719320,0.0008896019313372653
IL0511,1719560,0.007200050614154287
IL0511,1722500,0.013037855029250697
IL0511,1722740,0.010592663472517742
IL0511,1723880,0.01468356002497189
IL0511,1706420,0.023593664259283425
IL0511,1723070,2.3981092916090648e-08
IL0511,1723350,2.7847520503598006e-09
IL0511,1724090,0.017445495453681372
IL0511,1726880,0.009663225693516405
IL0511,1728200,0.01202532940296638
IL0511,1728530,0.011911496535479285
IL0511,1729010,0.02039589074875221
IL0511,1729220,0.0037078482637914662
IL0511,1715030,1.9923146500351625e-15
IL0511,1721840,4.404419346395734e-15
IL0511,1729280,0.004408722294342243
IL0511,1730450,0.038699706793866494
IL0511,1732910,0.015276424846168766
IL0511,1733270,0.005855437353439524
IL0511,1733420,0.020661070437602142
IL0511,1733720,0.0016642693530467187
IL0511,1734020,0.003863442230033147
IL0511,1738940,0.009533715230879624
IL0511,1738970,0.021442994345853002
IL0511,1719080,2.853993289652179e-15
IL0511,1732580,2.836509515420256e-10
IL0511,1710380,0.0009671645492025864
IL0511,1710950,0.0020496704145926263
IL0511,1711010,0.0037092064024944024
IL0511,1712120,0.008140481171319765
IL0511,1712420,0.003324294323243119
IL0511,1712450,0.0030082470279961583
IL0511,1713140,0.003703690010607351
IL0511,1713260,0.0006511160845854228
IL0511,1713440,0.0005277043017595346
IL0511,1713770,0.01420384735002543
IL0511,1714460,0.005487598904971553
IL0511,1714550,0.0019618376397859587
IL0511,1714820,0.001038289621258774
IL0511,1715420,0.004595629037836059
IL0511,1715450,0.0015015322955043628
IL0511,1715480,0.0030821254611760416
IL0511,1715780,0.0013972144600132913
IL0511,1716860,0.0024979059991903567
IL0511,1741520,0.0013962399929429146
IL0511,1741700,0.0026651388356555314
IL0511,1741790,0.0017935908670202276
IL0511,1717160,1.940165090295697e-15
IL0511,1720220,9.562101874179162e-16
IL0511,1720880,9.683873563609423e-16
IL0511,1723100,0.0016696999379765256
IL0511,1723850,0.003156415550687279
IL0511,1724330,0.0040337139232392485
IL0511,1724420,0.0028847587067177133
IL0511,1724720,0.005071199324479997
IL0511,1725020,0.005412345411987197
IL0511,1725110,0.0033911035592495754
IL0511,1725920,0.002099005349995159
IL0511,1726820,0.001352598814604963
IL0511,1726850,0.0012405513036520854
IL0511,1727210,0.002653103062203313
IL0511,1728500,0.0015992199748515632
IL0511,1728650,0.0011606854997472063
IL0511,1728890,0.004639565668670291
IL0511,1728980,0.004303987235063233
IL0511,1729190,0.0031279546305781267
IL0511,1729250,0.002915413137275137
IL0511,1730220,0.015102084601562775
IL0511,1730420,0.021747211109437694
IL0511,1721030,2.8365013288783797e-10
IL0511,1730570,0.0024657418834066434
IL0511,1730600,0.011884626111719707
IL0511,1730810,0.0021405007810535127
IL0511,1730840,0.0050124158416494724
IL0511,1703480,0.003149475244378987
IL0511,1703930,0.0031006738871055006
IL0511,1704050,0.003301253808364918
IL0511,1704140,0.006295918352620977
IL0511,1704560,0.0011677228348773603
IL0511,1704800,0.0020949674725313045
IL0511,1700119,1.3870273657917009e-15
IL0511,1703900,8.186543133840296e-16
IL0511,1711980,1.467320396452279e-15
IL0511,1730900,0.0008148118873948713
IL0511,1731200,0.0004046045495683477
IL0511,1732040,0.0034581413770689803
IL0511,1732370,0.0023320391670179855
IL0511,1732850,0.0030604383272992324
IL0511,1733390,0.0009756005844661975
IL0511,1733690,0.0023809356817933555
IL0511,1733810,0.0014933091570671225
IL0511,1733840,0.0008942685027689405
IL0511,1733870,0.0026509249050268003
IL0511,1733990,0.0024440742510314227
IL0511,1734740,0.01942595653855256
IL0511,1734770,0.0008391857398288246
IL0511,1735340,0.002609472416546771
IL0511,1705910,9.302973867901867e-16
IL0511,1707980,1.036564254766757e-15
IL0511,1715700,3.959329630414906e-09
IL0511,1719500,3.84893670102797e-15
IL0511,1723730,2.7847482041441473e-09
IL0511,1726370,2.002176553186679e-08
IL0511,1737680,0.00373438803385839
IL0511,1725500,9.084512185514001e-16
IL0511,1730510,9.8111144118713e-10
IL0511,1734710,1.57110921059977e-15
IL0511,1716920,0.007800159436115497
IL0511,1716950,0.005577895291516984
IL0511,1717850,0.00274184653520021
IL0511,1718450,0.0023580797000427515
IL0511,1743020,1.0620172632703851e-15
IL0511,1741820,0.0016673676794088758
IL0511,1742210,0.00967273014571873
IL0511,1742570,0.006526922835783888
IL0511,1742600,0.0029598518010571055
IL0511,1742840,0.002190614130866076
IL0511,1743380,0.0015526626122368057
IL0511,1735460,0.004550253349659626
IL0511,1735640,0.0018815885695434185
IL0511,1736300,0.010809275852341442
IL0511,1736450,0.0020698983909884085
IL0511,1736480,0.001322957858358966
IL0511,1736720,0.0019313795068159004
IL0511,1736750,0.002930095417879409
IL0511,1736810,0.004732481317492449
IL0511,1737860,0.0020061943703816843
IL0511,1738370,0.0027791149636143156
IL0511,1738400,0.0018769853687055978
IL0511,1738910,0.0027387335950612808
IL0511,1739030,0.00617507521568432
IL0511,1739780,0.0004738384295431508
IL0511,1718480,0.001853404805533332
IL0511,1718600,0.002160604163600068
IL0511,1719110,0.0018286623307758687
IL0511,1719230,0.002873205994618102
IL0511,1719290,0.0008896019313321158
IL0511,1719530,0.0027913339257601218
IL0511,1719680,0.0015222342274894935
IL0511,1720970,0.00040500463061592546
IL0511,1721270,0.0060080264149067935
IL0511,1721420,0.0011954324335847646
IL0511,1721600,0.002892816015363616
IL0511,1721630,0.0040483930537275415
IL0511,1722020,0.0033457978892390576
IL0511,1705760,0.002063652800910661
IL0511,1706000,0.0028610367898330834
IL0511,1706060,0.0008087211955196327
IL0511,1706090,0.001613312762197299
IL0511,1706510,0.004710177841625881
IL0511,1707170,0.003138813608498961
IL0511,1707290,0.013037854048141426
IL0511,1707320,0.0009439509319741837
IL0511,1707860,0.0008027271273551657
IL0511,1708100,0.0007945804921099668
IL0511,1708130,0.0014721357137759785
IL0511,1709960,0.004528400037969718
IL0511,1709990,0.0008741326666009171
IL0511,1710200,0.003797850790801245
IL0511,1711250,4.725202410067648e-15
IL0511,1740070,4.2628198355461235e-16
IL0511,1705050,0.022927964090394718
IL0511,1731290,1.6100973324839875e-18
IL0511,1799997,0.00018729670030679928
IL0511,1708550,0.0026196701248338765
IL0511,1721900,3.09002854189768e-16
IL0511,1709930,0.14164036945071948
IL0511,1714100,0.0012876577021785553
IL0511,1713710,0.019369121480859237
IL0511,1713970,2.9526121535329394e-06
IL0511,1805450,6.767260185210091e-16
IL0511,1807350,8.204327986320289e-16
IL0511,1899997,1.2298618960317655e-12
IL0511,1804320,1.2523921259556707e-15
IL0637,1704020,0.007579235420567673
IL0637,1704170,0.04079637369272534
IL0637,1706540,0.018949359033527128
IL0637,1707050,0.01921773362111453
IL0637,1708400,0.04543785424152594
IL0637,1714490,0.005487598904971553
IL0637,1714580,0.0019618376397859587
IL0637,1719320,0.0008896019313372653
IL0637,1719560,0.007200050614154287
IL0637,1722500,0.013037855029250697
IL0637,1722740,0.010592663472517742
IL0637,1723880,0.01468356002497189
IL0637,1706420,0.023593664259283425
IL0637,1723070,2.3981092916090648e-08
IL0637,1723350,2.7847520503598006e-09
IL0637,1724090,0.017445495453681372
IL0637,1726880,0.009663225693516405
IL0637,1728200,0.01202532940296638
IL0637,1728530,0.011911496535479285
IL0637,1729010,0.02039589074875221
IL0637,1729220,0.0037078482637914662
IL0637,1715030,1.9923146500351625e-15
IL0637,1721840,4.404419346395734e-15
IL0637,1729280,0.004408722294342243
IL0637,1730450,0.038699706793866494
IL0637,1732910,0.015276424846168766
IL0637,1733270,0.005855437353439524
IL0637,1733420,0.020661070437602142
IL0637,1733720,0.0016642693530467187
IL0637,1734020,0.003863442230033147
IL0637,1738940,0.009533715230879624
IL0637,1738970,0.021442994345853002
IL0637,1719080,2.853993289652179e-15
IL0637,1732580,2.836509515420256e-10
IL0637,1710380,0.0009671645492025864
IL0637,1710950,0.0020496704145926263
IL0637,1711010,0.0037092064024944024
IL0637,1712120,0.008140481171319765
IL0637,1712420,0.003324294323243119
IL0637,1712450,0.0030082470279961583
IL0637,1713140,0.003703690010607351
IL0637,1713260,0.0006511160845854228
IL0637,1713440,0.0005277043017595346
IL0637,1713770,0.01420384735002543
IL0637,1714460,0.005487598904971553
IL0637,1714550,0.0019618376397859587
IL0637,1714820,0.001038289621258774
IL0637,1715420,0.004595629037836059
IL0637,1715450,0.0015015322955043628
IL0637,1715480,0.0030821254611760416
IL0637,1715780,0.0013972144600132913
IL0637,1716860,0.0024979059991903567
IL0637,1741520,0.0013962399929429146
IL0637,1741700,0.0026651388356555314
IL0637,1741790,0.0017935908670202276
IL0637,1717160,1.940165090295697e-15
IL0637,1720220,9.562101874179162e-16
IL0637,1720880,9.683873563609423e-16
IL0637,1723100,0.0016696999379765256
IL0637,1723850,0.003156415550687279
IL0637,1724330,0.0040337139232392485
IL0637,1724420,0.0028847587067177133
IL0637,1724720,0.005071199324479997
IL0637,1725020,0.005412345411987197
IL0637,1725110,0.0033911035592495754
IL0637,1725920,0.002099005349995159
IL0637,1726820,0.001352598814604963
IL0637,1726850,0.0012405513036520854
IL0637,1727210,0.002653103062203313
IL0637,1728500,0.0015992199748515632
IL0637,1728650,0.0011606854997472063
IL0637,1728890,0.004639565668670291
IL0637,1728980,0.004303987235063233
IL0637,1729190,0.0031279546305781267
IL0637,1729250,0.002915413137275137
IL0637,1730220,0.015102084601562775
IL0637,1730420,0.021747211109437694
IL0637,1721030,2.8365013288783797e-10
IL0637,1730570,0.0024657418834066434
IL0637,1730600,0.011884626111719707
IL0637,1730810,0.0021405007810535127
IL0637,1730840,0.0050124158416494724
IL0637,1703480,0.003149475244378987
IL0637,1703930,0.0031006738871055006
IL0637,1704050,0.003301253808364918
IL0637,1704140,0.006295918352620977
IL0637,1704560,0.0011677228348773603
IL0637,1704800,0.0020949674725313045
IL0637,1700119,1.3870273657917009e-15
IL0637,1703900,8.186543133840296e-16
IL0637,1711980,1.467320396452279e-15
IL0637,1730900,0.0008148118873948713
IL0637,1731200,0.0004046045495683477
IL0637,1732040,0.0034581413770689803
IL0637,1732370,0.0023320391670179855
IL0637,1732850,0.0030604383272992324
IL0637,1733390,0.0009756005844661975
IL0637,1733690,0.0023809356817933555
IL0637,1733810,0.0014933091570671225
IL0637,1733840,0.0008942685027689405
IL0637,1733870,0.0026509249050268003
IL0637,1733990,0.0024440742510314227
IL0637,1734740,0.01942595653855256
IL0637,1734770,0.0008391857398288246
IL0637,1735340,0.002609472416546771
IL0637,1705910,9.302973867901867e-16
IL0637,1707980,1.036564254766757e-15
IL0637,1715700,3.959329630414906e-09
IL0637,1719500,3.84893670102797e-15
IL0637,1723730,2.7847482041441473e-09
IL0637,1726370,2.002176553186679e-08
IL0637,1737680,0.00373438803385839
IL0637,1725500,9.084512185514001e-16
IL0637,1730510,9.8111144118713e-10
IL0637,1734710,1.57110921059977e-15
IL0637,1716920,0.007800159436115497
IL0637,1716950,0.005577895291516984
IL0637,1717850,0.00274184653520021
IL0637,1718450,0.0023580797000427515
IL0637,1743020,1.0620172632703851e-15
IL0637,1741820,0.0016673676794088758
IL0637,1742210,0.00967273014571873
IL0637,1742570,0.006526922835783888
IL0637,1742600,0.0029598518010571055
IL0637,1742840,0.002190614130866076
IL0637,1743380,0.0015526626122368057
IL0637,1735460,0.004550253349659626
IL0637,1735640,0.0018815885695434185
IL0637,1736300,0.010809275852341442
IL0637,1736450,0.0020698983909884085
IL0637,1736480,0.001322957858358966
IL0637,1736720,0.0019313795068159004
IL0637,1736750,0.002930095417879409
IL0637,1736810,0.004732481317492449
IL0637,1737860,0.0020061943703816843
IL0637,1738370,0.0027791149636143156
IL0637,1738400,0.0018769853687055978
IL0637,1738910,0.0027387335950612808
IL0637,1739030,0.00617507521568432
IL0637,1739780,0.0004738384295431508
IL0637,1718480,0.001853404805533332
IL0637,1718600,0.002160604163600068
IL0637,1719110,0.0018286623307758687
IL0637,1719230,0.002873205994618102
IL0637,1719290,0.0008896019313321158
IL0637,1719530,0.0027913339257601218
IL0637,1719680,0.0015222342274894935
IL0637,1720970,0.00040500463061592546
IL0637,1721270,0.0060080264149067935
IL0637,1721420,0.0011954324335847646
IL0637,1721600,0.002892816015363616
IL0637,1721630,0.0040483930537275415
IL0637,1722020,0.0033457978892390576
IL0637,1705760,0.002063652800910661
IL0637,1706000,0.0028610367898330834
IL0637,1706060,0.0008087211955196327
IL0637,1706090,0.001613312762197299
IL0637,1706510,0.004710177841625881
IL0637,1707170,0.003138813608498961
IL0637,1707290,0.013037854048141426
IL0637,1707320,0.0009439509319741837
IL0637,1707860,0.0008027271273551657
IL0637,1708100,0.0007945804921099668
IL0637,1708130,0.0014721357137759785
IL0637,1709960,0.004528400037969718
IL0637,1709990,0.0008741326666009171
IL0637,1710200,0.003797850790801245
IL0637,1711250,4.725202410067648e-15
IL0637,1740070,4.2628198355461235e-16
IL0637,1705050,0.022927964090394718
IL0637,1731290,1.6100973324839875e-18
IL0637,1799997,0.00018729670030679928
IL0637,1708550,0.0026196701248338765
IL0637,1721900,3.09002854189768e-16
IL0637,1709930,0.14164036945071948
IL0637,1714100,0.0012876577021785553
IL0637,1713710,0.019369121480859237
IL0637,1713970,2.9526121535329394e-06
IL0637,1805450,6.767260185210091e-16
IL0637,1807350,8.204327986320289e-16
IL0637,1899997,1.2298618960317655e-12
IL0637,1804320,1.2523921259556707e-15
MN0034,2703660,0.20286328132826573
MN0034,2700480,0.03334169308700574
MN0034,2706150,1.2403525643925137e-15
MN0034,2713560,0.14007717651877627
MN0034,2710260,0.25904655854303854
MN0034,2728170,0.01712849192526642
MN0034,2721420,0.19416661953681097
